cell_id,elevation,corine_landuse,temperature,precipitation,population,soil_class
46f21e24,2.6739912349350603,311,-10.0,590.0,0.0,12.0
46f1f58c,1.5468440018594265,322,-10.0,569.0,0.0,12.0
46f1f5ec,0.17152361708382766,523,-10.0,565.0,0.0,12.0
46f1f5c4,0.4461850779397147,523,0.0,565.0,0.0,15.0
46f1f5f4,0.0007284392355656138,331,-10.0,565.0,0.0,21.0
46f1f5fc,0.0,331,0.0,0.0,0.0,21.0
46f1f57c,0.0,523,0.0,0.0,0.0,21.0
46f21e6c,3.7457327502114435,231,-10.0,571.0,0.5465490221977234,2.0
46f21e74,4.214989861663507,243,-10.0,578.0,0.3851374387741089,1.0
46f21e0c,2.275547061647688,243,-10.0,561.0,0.29686060547828674,2.0
46f21e14,3.707370084159228,231,-10.0,571.0,0.2484251856803894,2.0
46f21e7c,13.2014303693966,243,-11.0,599.0,0.0475023165345192,1.0
46f21e84,17.780693793783378,243,-11.0,581.0,0.0,1.0
46f21e64,15.937827460619866,243,-11.0,598.0,0.4772174656391144,1.0
46f21de4,0.0,523,0.0,0.0,0.0,21.0
46f21dfc,0.0,523,0.0,0.0,0.0,21.0
46f21dec,0.0,523,0.0,0.0,0.0,21.0
46f21ddc,0.0,523,0.0,0.0,0.0,21.0
46f21dcc,0.0,523,0.0,0.0,0.0,21.0
46f21dc4,0.0,523,0.0,0.0,0.0,21.0
46f21dd4,0.0,523,-10.0,560.0,0.0,21.0
46f21e34,8.251420167027687,311,-10.0,596.0,0.0,14.0
46f21e44,5.272350895161531,311,-10.0,582.0,0.18170279264450076,12.0
46f21e3c,4.64927182148914,311,-10.0,586.0,0.008986477740108967,2.0
46f21e5c,11.655352864946638,243,-11.0,588.0,0.4113363027572632,2.0
46f21e1c,3.064197970060061,231,-10.0,573.0,0.0,2.0
46f21e04,0.0,523,-10.0,562.0,0.0,21.0
46f221c4,0.0,523,0.0,0.0,0.0,21.0
46f221e4,0.0,523,0.0,0.0,0.0,21.0
46f221dc,0.0,523,0.0,0.0,0.0,21.0
46f221bc,0.0,523,0.0,0.0,0.0,
46f221ec,0.0,523,0.0,0.0,0.0,21.0
46f221fc,0.0,523,0.0,0.0,0.0,21.0
46f22204,0.0,523,0.0,0.0,0.0,21.0
46f221f4,0.0,523,0.0,0.0,0.0,21.0
46f21f7c,0.03820813675316013,523,0.0,0.0,0.0,21.0
46f21f64,0.0,523,0.0,0.0,0.0,21.0
46f221d4,0.0,523,0.0,0.0,0.0,21.0
46f21f5c,0.07073727432562381,523,-9.0,560.0,0.0,21.0
46f21f54,0.1239810865752551,331,-9.0,561.0,0.4354756474494934,21.0
46f2218c,0.0,523,0.0,0.0,0.0,
46f22194,0.0,523,0.0,0.0,0.0,
46f22184,0.0,523,0.0,0.0,0.0,
46f2219c,0.0,523,0.0,0.0,0.0,
46f221cc,0.0,523,0.0,0.0,0.0,21.0
46f221b4,0.0,523,0.0,0.0,0.0,
46f1f7f4,0.0,523,0.0,0.0,0.0,
46f1f7fc,0.0,523,0.0,0.0,0.0,
46f1f7ec,0.0,523,0.0,0.0,0.0,
46f1f7e4,0.0,523,0.0,0.0,0.0,
46f21d54,0.0,523,0.0,0.0,0.0,
46f202ac,0.0,523,0.0,0.0,0.0,
46f21d5c,0.0,523,0.0,0.0,0.0,
46f1f804,0.0,523,0.0,0.0,0.0,
46f1f80c,0.0,523,0.0,0.0,0.0,
46f1f7c4,0.0,523,0.0,0.0,0.0,
46f1f7cc,0.0,523,0.0,0.0,0.0,
46f1f7dc,0.0,523,0.0,0.0,0.0,
46f21d64,0.0,523,0.0,0.0,0.0,
46f1f7d4,0.0,523,0.0,0.0,0.0,
46f1f614,0.0,523,0.0,0.0,0.0,
46f1f624,0.0,523,0.0,0.0,0.0,
46f1f63c,0.0,523,0.0,0.0,0.0,
46f1f60c,0.0,523,0.0,0.0,0.0,
46f1f61c,0.0,523,0.0,0.0,0.0,
46f21d8c,0.0,523,0.0,0.0,0.0,21.0
46f21df4,0.0,523,0.0,0.0,0.0,21.0
46f1f634,0.0,523,0.0,0.0,0.0,
46f1f62c,0.0,523,0.0,0.0,0.0,
46f1f5e4,0.0,523,0.0,0.0,0.0,21.0
46f1f5dc,0.0,523,0.0,0.0,0.0,21.0
46f1f604,0.0,523,0.0,0.0,0.0,21.0
468d4be4,6.920920292536419,321,0.0,616.0,0.06130893528461456,2.0
